Sample,Site,Sample Replicate,Date set,Date collected,Collector,Sample type collection method,Lat,Lon,Elevation (m),Habitat type,Sample current location,Distance from water (m),HOBO tracker #,HOBO deployment date ,HOBO deployment time ,Temp C (Sweep),Relative Humidity (Sweep),DEWpt degrees C (sweep) ,Collection time period,Perservative,Notes,SHIPPING INFO,OWNER,Mosquito Head Abundance,Blackfly Head Abundance,Mosquito body count,Blackfly body count,When sorted,Mosquito head code,Blackfly head code,Mosquito body code,Blackfly body code,,,,,,,,
CBAY0269,Dew line Road 1,Opportunistic ,N/A,01-Aug-25,L. Chan,"Taking mosquitoes off 
people with aspirator",69.13698,-105.17181,25,Lentic,Mail,N/A,22332997,01-Aug-25,15:32,17.67,50.76,7.33,N/A,30 ml of 100% ETOH,The coordinnates taken last time was very inaccurate,Box 1,Guelph,56,0,56,0,never sorted in 96-well plate,CBAY0269_M_H,N/A,CBAY0269_M_B,N/A,,,,,,,,
CBAY0273,Dew line Road next to station,Opportunistic ,N/A,01-Aug-25,L. Chan,"Taking mosquitoes off 
people with aspirator",69.11926,-105.12775,10,Lotic,Mail,N/A,22332997,01-Aug-25,16:13,16.26,55.61,7.37,N/A,30 ml of 100% ETOH,"Sunny, not too windy;",Box 1,Guelph,130,4,130,4,never sorted in 96-well plate,CBAY0273_M_H,CBAY0273_BF_H,CBAY0273_M_B,CBAY0273_BF_B,,,,,,,,
CBAY0274,Dew line Road next to station,Sample 1,N/A,01-Aug-25,L. Chan,Sweep net,69.11926,-105.12775,10,Lotic,Mail,0-5,22332997,01-Aug-25,16:13,16.26,55.61,7.37,5 mins,30 ml of 100% ETOH,"Same sampling site as last time;
Ground dry, large fragmented bushes",Box 1,Guelph,16,25,16,25,never sorted in 96-well plate,CBAY0274_M_H,CBAY0274_BF_H,CBAY0274_M_B,CBAY0274_BF_B,,,,,,,,
CBAY0275,Dew line Road next to station,Sample 2,N/A,01-Aug-25,S. Dworatzek,Sweep net,69.11926,-105.12775,10,Lotic,Mail,0-5,22332997,01-Aug-25,16:13,16.26,55.61,7.37,5 mins,30 ml of 100% ETOH,"Same sampling site as last time;
Bushes small and fragmented, ground dry",Box 1,Guelph,11,52,11,52,previously sorted into 96 well plates ,CBAY0275_M_H,CBAY0275_BF_H,CBAY0275_M_B,CBAY0275_BF_B,,,,,,,,
CBAY0277,First Creek,Sample 2,N/A,01-Aug-25,S. Dworatzek,Sweep net,69.13284,-105.463245,-5,Lotic,Mail,5-10,22332997,01-Aug-25,13:43,15.43,56.77,6.91,5 mins,30 ml of 100% ETOH,"Sunny, not too windy;
Bushes small annd quite fragmented;
Original coordinates were incorrect. Changed to the coordinates taken in the same place on July 22",Box 1,Guelph,24,8,23,9,never sorted in 96-well plate,CBAY0277_M_H,CBAY0277_BF_H,CBAY0277_M_B,CBAY0277_BF_B,,,,,,,,
CBAY0278,Airport Road 5,Sample 1,N/A,03-Aug-25,L. Chan,Sweep net,69.11612,-105.08044,10,Lentic,Mail,10-15,22332997,03-Aug-25,18:07,16.03,59.91,8.26,5 mins,30 ml of 100% ETOH,"Wind died down and a lot of mosquitoes came out;
Bushes fragmented, some large and some small; ground dry in some parts and slightly wet in others, bushes very dusty
Ground dry with small creek coming out of pond on the middle of sample 1, evidence of another one which dried up ",Box 3,Guelph,126,79,125,79,previously sorted into 96 well plates ,CBAY0278_M_H,CBAY0278_BF_H,CBAY0278_M_B,CBAY0278_BF_B,,,,,,,,
CBAY0279,Freshwater river,Opportunistic ,N/A,04-Aug-25,"L. Chan and 
S. Dworatzek",Taking mosquitoes off people with aspirator,69.143178,-104.94794,82.6,Lotic,Mail,N/A,22332997,04-Aug-25,12:07,22.29,53.43,12.41,N/A,30 ml of 100% ETOH,"Very windy and sun behind cloud;
Elevation likely taken on higher part of hill",Box 1,Guelph,2,9,3,9,never sorted in 96-well plate,CBAY0279_M_H,CBAY0279_BF_H,CBAY0279_M_B,CBAY_0279_BF_B,,,,,,,,
CBAY0280,Airport Road 5,Sample 2,N/A,03-Aug-25,S. Dworatzek,Sweep net,69.11612,-105.08044,10,Lentic,Mail,0-5,22332997,03-Aug-25,18:07,16.03,59.91,8.26,5 mins,30 ml of 100% ETOH,"Bushes fragmented, mostly small. Dry ground very dusty;
Wind picked up again as we were leaving",Box 3,Guelph,44,23,41,23,previously sorted into 96 well plates ,CBAY0280_M_H,CBAY0280_BF_H,CBAY0280_M_B,CBAY0280_BF_B,,,,,,,,
CBAY0281,Airport Road 3 Pond 2,Sample 4,N/A,03-Aug-25,L. Chan,Sweep net,69.11241,-105.09043,34,Lentic,Mail,10-20,22332997,03-Aug-25,16:26,18.14,53.1,8.44,5 mins,30 ml of 100% ETOH,"Bushes mostly large but some small and fragmented, ground mostly dry and dusty with dust coming off bushes when sweeping, 
sunny and pretty windy although slightly less windy than during sample 1 and 2 and when removing malaise traps;
Distance from water measured on Aug 5, 2025",Box 1,Guelph,7,49,7,49,never sorted in 96-well plate,CBAY0281_M_H,CBAY0281_BF_H,CBAY0281_M_B,CBAY0281_BF_B,,,,,,,,
CBAY0282,Airport Road 3 Pond 1,Sample 1,N/A,03-Aug-25,S. Dworatzek,Sweep net,69.11241,-105.09043,34,Lentic,Mail,10-15,22332997,03-Aug-25,15:28,19.31,51.26,9.02,5 mins,30 ml of 100% ETOH,"A few large bushes and many very small bushes which are very fragmented, ground very dry and dusty, sunny but very windy, 
not very many bugs in my sample I am not sure why ",Box 3,Guelph,0,0,0,0,,,,,,,,,,,,,
CBAY0283,Construction Shop 3,Sample 2,N/A,02-Aug-25,L. Chan,Sweep net,69.12577,-105.03573,-6,Lentic,Mail,0-5,22332997,02-Aug-25,17:00,18.25,52.41,8.51,5 mins,30 ml of 100% ETOH,"Sunny but windy;
bushes large and fragmented
Some bushes growing right out of pond but other than that pretty dry",Box 1,Guelph,0,0,0,0,never sorted in 96-well plate,,,,,,,,,,,,
CBAY0284,Behind OPS building in CHARS,Sample 2,N/A,02-Aug-25,L. Chan,Sweep net,69.12205,-105.04109,-7,Lentic,Mail,0-5,22332997,02-Aug-25,17:49,15.91,59.41,7.73,5 mins,30 ml of 100% ETOH,"Small and very fragmented bushes with some tall grasses, ground pretty dry",Box 2,Guelph,1,3,1,3,previously sorted into 96 well plates ,CBAY0284_M_H,CBAY0284_BF_H,CBAY0284_M_B,CBAY0284_BF_B,,,,,,,,
CBAY0285,Airport Road 5,Opportunistic ,N/A,03-Aug-25,"L. Chan, 
S.Dworatzek",Taking mosquitoes off people with aspirator,69.11612,-105.08044,10,Lentic,Mail,N/A,22332997,03-Aug-25,18:07,16.03,59.91,8.26,N/A,30 ml of 100% ETOH,"Wind died down and a lot of mosquitoes came out;
Wind picked up again as we were leaving",Box 2,Guelph,191,2,190,2,never sorted in 96-well plate,CBAY0285_M_H,CBAY0285_BF_H,CBAY0285_M_B,CBAY_0285_BF_B,,,,,,,,
CBAY0286,Airport Road 3 Pond 1,Sample 2,N/A,03-Aug-25,L. Chan,Sweep net,69.11241,-105.09043,34,Lentic,Mail,25-35,22332997,03-Aug-25,15:28,19.31,51.26,9.02,5 mins,30 ml of 100% ETOH,"Bushes smaller than large bushes in sample 1 but more continous, ground dry, sunny but very windy, ",Box 3,Guelph,12,1,12,1,previously sorted into 96 well plates ,CBAY0286_M_H,CBAY0286_BF_H,CBAY0286_M_B,CBAY0286_BF_B,,,,,,,,
CBAY0287,Construction Shop 1,Sample 1,N/A,02-Aug-25,S. Dworatzek,Sweep net,69.12623,-105.03804,-12,Lentic,Mail,0-5,22332997,02-Aug-25,16:14,17.07,56.38,8.37,5 mins,30 ml of 100% ETOH,"Bushes very fragmented, ground mostly dry with tall grasses;
A different GPS was used",Box 1,Guelph,0,0,0,0,never sorted in 96-well plate,N/A,N/A,N/A,N/A,,,,,,,,
CBAY0288,Airport Road 4,Opportunistic ,N/A,03-Aug-25,"L. Chan, 
S.Dworatzek",Taking mosquitoes off people with aspirator,69.11472,-105.08398,7,Lentic,Mail,N/A,22332997,03-Aug-25,16:48,18.3,54.07,8.86,N/A,30 ml of 100% ETOH,"Wind died down a lot for a few mins and mosquitoes came out. This was when we did the opportunistic sampling.
Wind came back later but still much less windy than earlier in the day",Box 1,Guelph,67,0,67,0,never sorted in 96-well plate,CBAY0288_M_H,N/A,CBAY0288_M_B,N/A,,,,,,,,
CBAY0289,Behind OPS building in CHARS,Opportunistic ,N/A,02-Aug-25,"L. Chan, 
S.Dworatzek",Taking mosquitoes off people with aspirator,69.12205,-105.04109,-7,Lentic,Mail,N/A,22332997,02-Aug-25,17:49,15.91,59.41,7.73,N/A,30 ml of 100% ETOH,Sunny but windy,Box 1,Guelph,24,0,24,0,never sorted in 96-well plate,CBAY0289_M_H,NA,CBAY0289_M_B,NA,,,,,,,,
CBAY0290,Construction Shop 1,Sample 2,N/A,02-Aug-25,L. Chan,Sweep net,69.12623,-105.03804,-12,Lentic,Mail,0-5,22332997,02-Aug-25,16:14,17.07,56.38,8.37,5 mins,30 ml of 100% ETOH,"Bushes small and very fragmented, ground very wet;
A different GPS was used",Box 1,Guelph,0,0,0,0,never sorted in 96-well plate,NA,NA,NA,NA,,,,,,,,
CBAY0291,Behind OPS building in CHARS,Sample 1,N/A,02-Aug-25,S. Dworatzek,Sweep net,69.12205,-105.04109,-7,Lentic,Mail,0,22332997,02-Aug-25,17:49,15.91,59.41,7.73,5 mins,30 ml of 100% ETOH,Sampled in plants that grow in the pond,Box 1,Guelph,0,0,0,0,never sorted in 96-well plate,NA,NA,NA,NA,,,,,,,,
CBAY0292,Construction Shop 3,Sample 1,N/A,02-Aug-25,S. Dworatzek,Sweep net,69.12577,-105.03573,-6,Lentic,Mail,0-5,22332997,02-Aug-25,17:00,18.25,52.41,8.51,5 mins,30 ml of 100% ETOH,"Sunny but windy;
Bushes small and fragmented in some places, continuous in others;
Some bushes growing right out of pond but other than that pretty dry
",Box 1,Guelph,1,0,1,0,never sorted in 96-well plate,CBAY0292_M_H,N/A,CBAY0292_M_B,N/A,,,,,,,,
CBAY0293,Behind CHARS,Sample 1,N/A,03-Aug-25,L. Chan,Sweep net,69.12031,-105.04631,6,Lentic,Mail,0-10,22332997,03-Aug-25,19:18,15.18,63.82,8.38,5 mins,30 ml of 100% ETOH,"Wind died down lots of mosquitoes out and Chironomids mating, dogs came by and there were many mosquitoes on them 
(cute puppies awe), 
",Box 3,Guelph,25,2,25,2,previously sorted into 96 well plates ,CBAY0293_M_H,CBAY0293_BF_H,CBAY0293_M_H,CBAY0293_BF_B,,,,,,,,
CBAY0294,Airport Road 3,Opportunistic ,N/A,05-Aug-25,"L. Chan and 
S. Dworatzek",Taking mosquitoes off people with aspirator,69.11241,-105.09043,34,Lentic,Mail,N/A,22332997,05-Aug-25,14:37,16.76,63.6,9.78,N/A,30 ml of 100% ETOH,Wind died down a lot so many mosquitoes which seem to be biting more than usual;,Box 2,Guelph,97,4,97,4,never sorted in 96-well plate,CBAY0294_M_H,CBAY0294_BF_H,CBAY0294_M_B,CBAY0294_BF_B,,,,,,,,
CBAY0295,Greiner Lake Inlet,Sample 2,N/A,04-Aug-25,S. Dworatzek,Sweep net,69.17868,-104.82275,5,Lotic,Mail,15-25,22332997,04-Aug-25,10:50,19.93,55.7,10.89,5 mins,30 ml of 100% ETOH,"Samples taken in the same place as last time;
Sunny and not very windy when sweeping;
Bushes large and continuous, ground dry;
We measured the distance from water again and we decided to use 15-25m instead",Box 1,Guelph,14,32,14,32,never sorted in 96-well plate,CBAY0295_M_H,CBAY0295_BF_H,CBAY0295_M_B,CBAY0295_BF_B,,,,,,,,
CBAY0296,Behind CHARS,Opportunistic ,N/A,03-Aug-25,"L. Chan, 
S.Dworatzek",Taking mosquitoes off people with aspirator,69.12031,-105.04631,6,Lentic,Mail,N/A,22332997,03-Aug-25,19:18,15.18,63.82,8.38,N/A,30 ml of 100% ETOH,"Wind died down lots of mosquitoes out and Chironomids mating, dogs came by and there were many mosquitoes on them 
(cute puppies awe), 
",Box 3,Guelph,124,1,124,1,never sorted in 96-well plate,CBAY0296_M_H,CBAY0296_BF_H,CBAY0296_M_B,CBAY0296_BF_B,,,,,,,,
CBAY0297,Behind CHARS,Sample 2,N/A,03-Aug-25,S. Dworatzek,Sweep net,69.12031,-105.04631,6,Lentic,Mail,25-35,22332997,03-Aug-25,19:18,15.18,63.82,8.38,5 mins,30 ml of 100% ETOH,"Wind died down lots of mosquitoes out and Chironomids mating, dogs came by and there were many mosquitoes on them 
(cute puppies awe), 
",Box 3,Guelph,41,3,41,3,previously sorted into 96 well plates ,CBAY0297_M_H,CBAY0297_BF_H,CBAY0297_M_B,CBAY0297_BF_B,,,,,,,,
CBAY0298,Greiner Lake Inlet,Opportunistic ,N/A,04-Aug-25,"L. Chan, 
S.Dworatzek","Taking mosquitoes off 
people with aspirator",69.17868,-104.82275,5,Lotic,Mail,N/A,22332997,04-Aug-25,10:50,19.93,55.7,10.89,N/A,30 ml of 100% ETOH,"Sunny and not very windy when sweeping;
Wind picked up during opportunistic sampling, so less mosquitoes",Box 2,Guelph,7,0,7,0,previously sorted into 96 well plates ,CBAY0298_M_H,N/A,CBAY0298_M_B,N/A,,,,,,,,
CBAY0299,Freshwater river,Sample 1,N/A,04-Aug-25,S. Dworatzek,Sweep net,69.143178,-104.94794,82.6,Lotic,Mail,5-10,22332997,04-Aug-25,12:07,22.29,53.43,12.41,5 mins,30 ml of 100% ETOH,"Samples taken in the same place as last time;
Very windy and sun behind cloud;
Bushes large and mostly continuous;
Swept in an area slightly more sheltered by the wind;
Elevation likely taken on higher part of hill",Box 1,Guelph,,,,,,,CBAY0299_BF_H,,,,,,,,,,
CBAY0300,Airport Road 3 Pond 1,Sample 1,N/A,05-Aug-25,L. Chan,Sweep net,69.11241,-105.09043,34,Lentic,Mail,10-15,22332997,05-Aug-25,14:37,16.76,63.6,9.78,5 mins,30 ml of 100% ETOH,"Samples taken in the same place as last time;
Still very cloudy but not windy at all (mosquitoes went crazy again!);
Bushes large and very fragmented",Box 2,Guelph,26,122,26,122,previously sorted into 96 well plates,CBAY0300_M_H,CBAY0300_BF_H,CBAY0300_M_B,CBAY0300_BF_B,,,,,,,,
CBAY0301,Airport Road 3 Pond 2,Sample 3,N/A,05-Aug-25,L. Chan,Sweep net,69.11241,-105.09043,34,Lentic,Mail,0-5,22332997,05-Aug-25,15:26,16.36,64.3,9.62,5 mins,30 ml of 100% ETOH,"Samples taken in the same place as last time;
Wind died down a lot so many mosquitoes which seem to be biting more than usual;
Mostly large bushes but some bushes are small. Very grassy;
Ground dry and dusty with dust coming off when sweeping",Box 2,Guelph,77,14,14,77,previously sorted into 96 well plates,CBAY0301_M_H,CBAY0301_BF_H,CBAY0301_M_B,CBAY0301_BF_B,,,,,,,,
CBAY0302,Airport Road 3 Pond 2,Sample 4,N/A,05-Aug-25,S. Dworatzek,Sweep net,69.11241,-105.09043,34,Lentic,Mail,10-20,22332997,05-Aug-25,15:26,16.36,64.3,9.62,5 mins,30 ml of 100% ETOH,"Samples taken in the same place as last time;
Wind died down a lot so many mosquitoes which seem to be biting more than usual;
Bushes mostly large but some small and fragmented;
Ground dry and dusty with dust coming off when sweeping",Box 2,Guelph,62,28,61,28,previously sorted into 96 well plates,CBAY0302_M_H,CBAY0302_BF_H,CBAY0302_M_B,CBAY0302_BF_B,,,,,,,,
CBAY0303,West Arm Beach,Sample 1,N/A,05-Aug-25,L. Chan,Sweep net,69.09205,-105.25403,3,Terrestrial,Mail,N/A,22332997,05-Aug-25, ,15.15,62.71,8.13,5 mins,30 ml of 100% ETOH,"Samples taken in the same place as last time;
Partially cloudy with some lighy breezes. Wind died down compared to how it was around 10am;
Very tall grass in the middle of the road, dry ground",Box 2,Guelph,1,0,1,0,previously sorted into 96 well plates,CBAY0303_M_H,N/A,CBAY0303_M_B,N/A,,,,,,,,
CBAY0304,West Arm Beach,Opportunistic ,N/A,05-Aug-25,"L. Chan and 
S. Dworatzek",Taking mosquitoes off people with aspirator,69.09205,-105.25403,3,Terrestrial,Mail,N/A,22332997,05-Aug-25,11:19,15.15,62.71,8.13,N/A,30 ml of 100% ETOH,"Samples taken in the same place as last time;
Partially cloudy with some lighy breezes. Wind died down compared to how it was around 10am
",Box 2,Guelph,38,0,38,0,never sorted in 96-well plate,CBAY0304_M_H,N/A,CBAY0304_M_B,N/A,,,,,,,,
CBAY0305,Airport Road 5,Opportunistic ,N/A,05-Aug-25,"L. Chan and 
S. Dworatzek",Taking mosquitoes off people with aspirator,69.11612,-105.08144,10,Lentic,Mail,N/A,22332997,05-Aug-25,15:59,17.01,64.11,10.19,N/A,30 ml of 100% ETOH,,Box 2,Guelph,32,2,32,2,never sorted in 96-well plate,CBAY0305_M_H,CBAY0305_BF_H,CBAY0305_M_B,CBAY0305_BF_B,,,,,,,,
CBAY0306,West Arm Hills ,Opportunistic ,N/A,05-Aug-25,"L. Chan and 
S. Dworatzek",Taking mosquitoes off people with aspirator,69.10201,-105.24301,7,Lentic,Mail,N/A,22332997,05-Aug-25,12:15,16.52,63.22,9.59,N/A,30 ml of 100% ETOH,Wind died down and mosquitoes went crazy. Still pretty cloudy,Box 2,Guelph,297,2,297,2,never sorted in 96-well plate,CBAY0306_M_H,CBAY0306_BF_H,CBAY0306_M_B,CBAY0306_BF_B,,,,,,,,
CBAY0307,West Arm Hills ,Sample 2,N/A,05-Aug-25,S. Dworatzek,Sweep net,69.10201,-105.24301,7,Terrestrial,Mail,95-105,22332997,05-Aug-25,12:15,16.52,63.22,9.59,5 mins,30 ml of 100% ETOH,"Samples taken in the same place as last time;
Bushes mostly large and fairly continuous but a little fragmented",Box 2,Guelph,216,9,216,10,never sorted in 96-well plate,CBAY0307_M_H,CBAY0307_BF_H,CBAY0307_M_B,CBAY0307_BF_B,,,,,,,,
CBAY0308,West Arm Hills ,Sample 1,N/A,05-Aug-25,L. Chan,Sweep net,69.10201,-105.24301,7,Lentic,Mail,25-35,22332997,05-Aug-25,12:15,16.52,63.22,9.59,5 mins,30 ml of 100% ETOH,"Samples taken in the same place as last time;
Wind died down and mosquitoes went crazy. Still pretty cloudy;
Bushes namely large and fragmented",Box 2,Guelph,135,5,132,5,previously sorted into 96 well plate ,CBAY0308_M_H,CBAY0308_BF_H,CBAY0308_M_B,CBAY0308_BF_B,,,,,,,,
CBAY0309,Airport Road 5,Sample 2,N/A,05-Aug-25,L. Chan,Sweep net,69.11612,-105.08144,10,Lentic,Mail,0-5,22332997,05-Aug-25,15:59,17.01,64.11,10.19,5 mins,30 ml of 100% ETOH,"Samples taken in the same place as last time;
Bushes fragmented, mostly small. Dry ground very dusty;",Box 2,Guelph,50,266,50,266,previously sorted into 96 well plate ,CBAY0309_M_H,CBAY0309_BF_H,CBAY0309_M_B,CBAY0309_BF_B,,,,,,,,
