SampleID,Collectors,CollectionWeek,Country/Ocean,State/Province,Region,Sector,Site,Lat,Lon,Elev,Depth,Elevation Precision,Depth Precision,GPS Source,Coordinate Accuracy,Event Time,Collection Date Accuracy,Habitat,SamplingProtocol,Collection Notes,Site Code,FieldID,Collection Date
KBIMP-_005_G8,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_G9,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_G10,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_G11,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_G12,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_H1,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP-_005_H2,D. Nowosad and O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Road ,69.132477,-104.988683,,,,,,,,,,Malaise Trap,,,CBAY0027,July 25-August 1 2024
KBIMP_002_H7,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060,August 2 2024
KBIMP_002_H8,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060,August 2 2024
KBIMP_002_H9,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060,August 2 2024
KBIMP_002_H10,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060,August 2 2024
KBIMP_002_H11,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060,August 2 2024
KBIMP_003_A1,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060,August 2 2024
KBIMP_003_A2,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060,August 2 2024
KBIMP_003_A3,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060,August 2 2024
KBIMP_003_A4,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060,August 2 2024
KBIMP_003_A5,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060,August 2 2024
KBIMP_003_A6,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060,August 2 2024
KBIMP_003_A7,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060,August 2 2024
KBIMP_003_A8,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river by picnic area resample ,69.132277,-104.98813,,,,,,,,,,Sweep net,,,CBAY0060,August 2 2024
KBIMP_004_H11,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_D1,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_D2,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_D3,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_D4,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_D5,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_D6,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_D7,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_D8,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_D9,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_D10,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_D11,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_D12,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_E1,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_E2,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_E3,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_E4,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_E5,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_E6,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_005_E7,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,S of pelly Rd near swimming hole ,69.128939,-104.99419,,,,,,,,,,Sweep net ,,,CBAY0035,Aug 2 2024
KBIMP-_006_C8,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river,69.14312,-104.941323,,,,,,,,,,Sweep net,,,CBAY0055,02-Aug-25
KBIMP-_006_C9,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river,69.14312,-104.941323,,,,,,,,,,Sweep net,,,CBAY0055,02-Aug-25
KBIMP-_006_C10,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river,69.14312,-104.941323,,,,,,,,,,Sweep net,,,CBAY0055,02-Aug-25
KBIMP-_006_C11,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river,69.14312,-104.941323,,,,,,,,,,Sweep net,,,CBAY0055,02-Aug-25
KBIMP-_006_C12,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river,69.14312,-104.941323,,,,,,,,,,Sweep net,,,CBAY0055,02-Aug-25
KBIMP-_006_D1,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river,69.14312,-104.941323,,,,,,,,,,Sweep net,,,CBAY0055,02-Aug-25
KBIMP-_006_D2,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river,69.14312,-104.941323,,,,,,,,,,Sweep net,,,CBAY0055,02-Aug-25
KBIMP-_006_D3,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river,69.14312,-104.941323,,,,,,,,,,Sweep net,,,CBAY0055,02-Aug-25
KBIMP-_006_D4,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river,69.14312,-104.941323,,,,,,,,,,Sweep net,,,CBAY0055,02-Aug-25
KBIMP-_006_D5,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river,69.14312,-104.941323,,,,,,,,,,Sweep net,,,CBAY0055,02-Aug-25
KBIMP-_006_D6,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river,69.14312,-104.941323,,,,,,,,,,Sweep net,,,CBAY0055,02-Aug-25
KBIMP-_006_G1,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river,69.14312,-104.941323,,,,,,,,,,Sweep net,,,CBAY0055,02-Aug-25
KBIMP_003_G5,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,West arm/gravel pit near sea,69.090294,-105.225557,,,,,,,,,,Sweep net,,,CBAY0069,August 3 2024
KBIMP_003_G6,O. Colman,2,Canada,Nunavut,Kitikmeot,CBAY,West arm/gravel pit near sea,69.090294,-105.225557,,,,,,,,,,Sweep net,,,CBAY0069,August 3 2024
KBIMP_002_F12,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Past old town,69.11194444,-104.9858333,,,,,,,,,,Sweep net,,,CBAY0066,August 5 2024
KBIMP_002_G1,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Past old town,69.11194444,-104.9858333,,,,,,,,,,Sweep net,,,CBAY0066,August 5 2024
KBIMP_002_G2,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,2nd Culvert Pelly Road,69.17888889,-104.8227778,,,,,,,,,,Sweep net,,,CBAY0072,August 5 2024
KBIMP_002_G3,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,2nd Culvert Pelly Road,69.17888889,-104.8227778,,,,,,,,,,Sweep net,,,CBAY0072,August 5 2024
KBIMP_002_G4,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,2nd Culvert Pelly Road,69.17888889,-104.8227778,,,,,,,,,,Sweep net,,,CBAY0072,August 5 2024
KBIMP_002_G5,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,2nd Culvert Pelly Road,69.17888889,-104.8227778,,,,,,,,,,Sweep net,,,CBAY0072,August 5 2024
KBIMP_002_G6,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,2nd Culvert Pelly Road,69.17888889,-104.8227778,,,,,,,,,,Sweep net,,,CBAY0072,August 5 2024
KBIMP_002_G7,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,2nd Culvert Pelly Road,69.17888889,-104.8227778,,,,,,,,,,Sweep net,,,CBAY0072,August 5 2024
KBIMP_002_G8,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,2nd Culvert Pelly Road,69.17888889,-104.8227778,,,,,,,,,,Sweep net,,,CBAY0072,August 5 2024
KBIMP_003_C1,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.12861111,-104.9897222,,,,,,,,,,Sweep net,,,CBAY0062,August 5 2024
KBIMP_003_C2,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.12861111,-104.9897222,,,,,,,,,,Sweep net,,,CBAY0062,August 5 2024
KBIMP_003_C3,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.12861111,-104.9897222,,,,,,,,,,Sweep net,,,CBAY0062,August 5 2024
KBIMP_003_C4,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.12861111,-104.9897222,,,,,,,,,,Sweep net,,,CBAY0062,August 5 2024
KBIMP_003_C5,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek South of Pelly Road,69.12861111,-104.9897222,,,,,,,,,,Sweep net,,,CBAY0062,August 5 2024
KBIMP_003_C6,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Gravel pit,69.096233,-105.274631,,,,,,,,,,Sweep net,,,CBAY0067,August 3 2024
KBIMP_003_C7,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073,August 5 2024
KBIMP_003_C8,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073,August 5 2024
KBIMP_003_C9,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073,August 5 2024
KBIMP_003_C10,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073,August 5 2024
KBIMP_003_C11,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073,August 5 2024
KBIMP_003_C12,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073,August 5 2024
KBIMP_003_D1,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073,August 5 2024
KBIMP_003_D2,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073,August 5 2024
KBIMP_003_D3,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073,August 5 2024
KBIMP_003_D4,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between first lake and Grenier,69.20527778,-104.7755556,,,,,,,,,,Sweep net,,,CBAY0073,August 5 2024
KBIMP_003_G7,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP_003_G8,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP_003_G9,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP_003_G10,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP_003_G11,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP_003_G12,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP_003_H1,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP_003_H2,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP_003_H3,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP_003_H4,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP-_005_B4,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP-_005_B5,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP-_005_B6,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP-_005_B7,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP-_005_B8,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP-_005_B9,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP-_005_B10,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP-_005_B11,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP-_005_B12,D. Nowosad,3,Canada,Nunavut,Kitikmeot,CBAY,Freshwater river Pelly Rd,69.14305556,-104.9475,,,,,,,,,,Sweep net,,,CBAY0071,August 5 2024
KBIMP-_005_H3,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_005_H4,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_005_H5,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_005_H6,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_005_H7,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_005_H8,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_005_H9,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_005_H10,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_005_H11,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_006_A1,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_006_A2,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_006_A3,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_006_A4,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_006_A5,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_006_A6,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_006_A7,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_006_A8,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_006_A9,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_006_A10,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_006_A11,D. Nowosad and O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Creek south of Pelly Rd,69.128611,-104.987222,,,,,,,,,,Malaise Trap,,,CBAY0034,July 29 - August 5 2024
KBIMP-_006_F3,D. Nowosad/O.Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between 1st lake and Grenier,69.20535,-104.17646,,,,,,,,,,Malaise Trap,,,CBAY0042,July 29 - August 5 2024
KBIMP-_006_F4,D. Nowosad/O.Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between 1st lake and Grenier,69.20535,-104.17646,,,,,,,,,,Malaise Trap,,,CBAY0042,July 29 - August 5 2024
KBIMP-_006_F5,D. Nowosad/O.Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between 1st lake and Grenier,69.20535,-104.17646,,,,,,,,,,Malaise Trap,,,CBAY0042,July 29 - August 5 2024
KBIMP-_006_F6,D. Nowosad/O.Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between 1st lake and Grenier,69.20535,-104.17646,,,,,,,,,,Malaise Trap,,,CBAY0042,July 29 - August 5 2024
KBIMP-_006_F7,D. Nowosad/O.Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between 1st lake and Grenier,69.20535,-104.17646,,,,,,,,,,Malaise Trap,,,CBAY0042,July 29 - August 5 2024
KBIMP-_006_F8,D. Nowosad/O.Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between 1st lake and Grenier,69.20535,-104.17646,,,,,,,,,,Malaise Trap,,,CBAY0042,July 29 - August 5 2024
KBIMP-_006_F9,D. Nowosad/O.Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between 1st lake and Grenier,69.20535,-104.17646,,,,,,,,,,Malaise Trap,,,CBAY0042,July 29 - August 5 2024
KBIMP-_006_F10,D. Nowosad/O.Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between 1st lake and Grenier,69.20535,-104.17646,,,,,,,,,,Malaise Trap,,,CBAY0042,July 29 - August 5 2024
KBIMP-_006_F11,D. Nowosad/O.Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between 1st lake and Grenier,69.20535,-104.17646,,,,,,,,,,Malaise Trap,,,CBAY0042,July 29 - August 5 2024
KBIMP-_006_F12,D. Nowosad/O.Colman,3,Canada,Nunavut,Kitikmeot,CBAY,Between 1st lake and Grenier,69.20535,-104.17646,,,,,,,,,,Malaise Trap,,,CBAY0042,July 29 - August 5 2024
KBIMP_002_G9,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065,August 7 2024
KBIMP_002_G10,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065,August 7 2024
KBIMP_002_G11,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065,August 7 2024
KBIMP_002_G12,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065,August 7 2024
KBIMP_002_H1,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065,August 7 2024
KBIMP_002_H2,O. Colman,3,Canada,Nunavut,Kitikmeot,CBAY,DEW Line Rd Freshwater Creek,69.121222,-105.0415298,,,,,,,,,,Sweep net,,,CBAY0065,August 7 2024
